security,date,value
MDY,2003-07-10,73.7699
MDY,2003-07-11,74.5969
MDY,2003-07-14,75.2846
MDY,2003-07-15,75.1618
MDY,2003-07-16,74.6133
MDY,2003-07-17,73.2951
MDY,2003-07-18,73.9337
MDY,2003-07-21,73.4179
MDY,2003-07-22,73.9746
MDY,2003-07-23,73.9419
MDY,2003-07-24,73.4670
MDY,2003-07-25,74.0319
MDY,2003-07-28,74.4904
MDY,2003-07-29,74.5887
MDY,2003-07-30,74.4249
MDY,2003-07-31,74.3840
MDY,2003-08-01,73.7945
MDY,2003-08-04,73.6717
MDY,2003-08-05,72.0505
MDY,2003-08-06,72.1324
MDY,2003-08-07,72.4517
MDY,2003-08-08,72.6237
MDY,2003-08-11,73.0904
MDY,2003-08-12,74.0156
MDY,2003-08-13,74.0237
MDY,2003-08-14,74.5068
MDY,2003-08-15,74.7934
MDY,2003-08-18,75.8578
MDY,2003-08-19,76.3408
MDY,2003-08-20,76.2590
MDY,2003-08-21,77.1268
MDY,2003-08-22,76.3818
MDY,2003-08-25,75.9478
MDY,2003-08-26,76.0215
MDY,2003-08-27,76.4718
MDY,2003-08-28,77.2906
MDY,2003-08-29,77.7000
MDY,2003-09-02,78.8708
MDY,2003-09-03,79.0918
MDY,2003-09-04,79.1164
MDY,2003-09-05,78.7643
MDY,2003-09-08,79.4603
MDY,2003-09-09,79.0018
MDY,2003-09-10,77.4953
MDY,2003-09-11,77.7982
MDY,2003-09-12,78.1503
MDY,2003-09-15,78.1257
MDY,2003-09-16,79.1328
MDY,2003-09-17,78.8872
MDY,2003-09-18,79.9925
MDY,2003-09-19,79.6990
MDY,2003-09-22,79.1575
MDY,2003-09-23,79.5431
MDY,2003-09-24,78.2714
MDY,2003-09-25,76.9505
MDY,2003-09-26,76.3023
MDY,2003-09-29,77.2376
MDY,2003-09-30,76.5895
MDY,2003-10-01,78.4191
MDY,2003-10-02,78.9278
MDY,2003-10-03,79.7892
MDY,2003-10-06,80.3061
MDY,2003-10-07,80.5440
MDY,2003-10-08,80.3389
MDY,2003-10-09,80.6507
MDY,2003-10-10,80.9789
MDY,2003-10-13,81.8486
MDY,2003-10-14,81.9634
MDY,2003-10-15,81.1184
MDY,2003-10-16,81.7173
MDY,2003-10-17,80.4128
MDY,2003-10-20,81.0855
MDY,2003-10-21,81.1840
MDY,2003-10-22,80.1174
MDY,2003-10-23,79.7892
MDY,2003-10-24,79.9943
MDY,2003-10-27,80.6835
MDY,2003-10-28,82.1850
MDY,2003-10-29,82.2260
MDY,2003-10-30,82.3819
MDY,2003-10-31,82.4557
MDY,2003-11-03,83.2926
MDY,2003-11-04,83.4403
MDY,2003-11-05,83.8095
MDY,2003-11-06,84.5889
MDY,2003-11-07,83.9818
MDY,2003-11-10,83.1777
MDY,2003-11-11,83.0300
MDY,2003-11-12,84.5561
MDY,2003-11-13,84.7940
MDY,2003-11-14,83.6946
MDY,2003-11-17,83.1203
MDY,2003-11-18,82.1521
MDY,2003-11-19,82.6444
MDY,2003-11-20,82.1275
MDY,2003-11-21,82.7429
MDY,2003-11-24,84.1951
MDY,2003-11-25,84.7120
MDY,2003-11-26,85.2206
MDY,2003-11-28,85.4504
MDY,2003-12-01,86.5580
MDY,2003-12-02,86.5990
MDY,2003-12-03,85.6145
MDY,2003-12-04,85.4175
MDY,2003-12-05,84.6709
MDY,2003-12-08,85.3191
MDY,2003-12-09,84.0802
MDY,2003-12-10,83.5059
MDY,2003-12-11,85.0401
MDY,2003-12-12,85.1304
MDY,2003-12-15,83.9325
MDY,2003-12-16,84.1048
MDY,2003-12-17,84.3428
MDY,2003-12-18,85.5406
MDY,2003-12-19,85.2422
MDY,2003-12-22,85.9329
MDY,2003-12-23,86.4263
MDY,2003-12-24,86.0974
MDY,2003-12-26,86.1385
MDY,2003-12-29,87.0842
MDY,2003-12-30,87.3062
MDY,2003-12-31,86.6730
MDY,2004-01-02,86.9608
MDY,2004-01-05,87.4542
MDY,2004-01-06,87.4542
MDY,2004-01-07,88.1532
MDY,2004-01-08,87.9805
MDY,2004-01-09,87.8654
MDY,2004-01-12,88.6959
MDY,2004-01-13,88.0710
MDY,2004-01-14,88.6466
MDY,2004-01-15,88.9755
MDY,2004-01-16,89.3538
MDY,2004-01-20,90.2008
MDY,2004-01-21,90.4557
MDY,2004-01-22,90.1350
MDY,2004-01-23,90.1679
MDY,2004-01-26,90.9080
MDY,2004-01-27,90.1268
MDY,2004-01-28,88.8933
MDY,2004-01-29,88.4657
MDY,2004-01-30,88.5644
MDY,2004-02-02,88.8275
MDY,2004-02-03,88.5315
MDY,2004-02-04,87.5940
MDY,2004-02-05,88.0710
MDY,2004-02-06,89.6005
MDY,2004-02-09,90.0857
MDY,2004-02-10,90.3817
MDY,2004-02-11,91.2780
MDY,2004-02-12,91.0807
MDY,2004-02-13,90.8669
MDY,2004-02-17,91.9359
MDY,2004-02-18,91.3685
MDY,2004-02-19,90.3324
MDY,2004-02-20,89.7567
MDY,2004-02-23,89.0084
MDY,2004-02-24,88.9015
MDY,2004-02-25,89.7485
MDY,2004-02-26,90.1926
MDY,2004-02-27,90.7024
MDY,2004-03-01,92.1168
MDY,2004-03-02,91.7714
MDY,2004-03-03,91.8537
MDY,2004-03-04,92.3635
MDY,2004-03-05,92.8569
MDY,2004-03-08,91.6892
MDY,2004-03-09,91.2780
MDY,2004-03-10,89.6581
MDY,2004-03-11,88.5479
MDY,2004-03-12,89.9541
MDY,2004-03-15,88.8933
MDY,2004-03-16,88.5808
MDY,2004-03-17,89.9212
MDY,2004-03-18,89.6992
MDY,2004-03-19,88.7663
MDY,2004-03-22,87.5795
MDY,2004-03-23,87.5960
MDY,2004-03-24,87.2416
MDY,2004-03-25,88.6180
MDY,2004-03-26,88.7828
MDY,2004-03-29,90.2087
MDY,2004-03-30,90.6620
MDY,2004-03-31,91.0741
MDY,2004-04-01,92.1044
MDY,2004-04-02,92.4011
MDY,2004-04-05,93.0110
MDY,2004-04-06,92.4093
MDY,2004-04-07,92.7225
MDY,2004-04-08,92.2445
MDY,2004-04-12,92.3928
MDY,2004-04-13,90.7197
MDY,2004-04-14,90.6043
MDY,2004-04-15,90.0026
MDY,2004-04-16,90.8268
MDY,2004-04-19,90.9917
MDY,2004-04-20,89.5905
MDY,2004-04-21,90.6455
MDY,2004-04-22,92.0219
MDY,2004-04-23,91.7912
MDY,2004-04-26,91.7005
MDY,2004-04-27,91.5604
MDY,2004-04-28,90.2417
MDY,2004-04-29,88.6839
MDY,2004-04-30,87.7773
MDY,2004-05-03,88.8570
MDY,2004-05-04,88.8323
MDY,2004-05-05,89.6235
MDY,2004-05-06,88.2883
MDY,2004-05-07,86.4174
MDY,2004-05-10,84.9173
MDY,2004-05-11,85.8899
MDY,2004-05-12,86.1619
MDY,2004-05-13,86.1454
MDY,2004-05-14,85.5685
MDY,2004-05-17,85.0162
MDY,2004-05-18,85.6591
MDY,2004-05-19,85.1399
MDY,2004-05-20,85.5602
MDY,2004-05-21,85.9641
MDY,2004-05-24,86.9119
MDY,2004-05-25,88.3625
MDY,2004-05-26,88.9147
MDY,2004-05-27,89.0548
MDY,2004-05-28,90.0026
MDY,2004-06-01,90.4147
MDY,2004-06-02,90.0851
MDY,2004-06-03,88.7416
MDY,2004-06-04,89.5741
MDY,2004-06-07,90.9752
MDY,2004-06-08,91.0329
MDY,2004-06-09,89.7224
MDY,2004-06-10,90.2087
MDY,2004-06-14,88.7828
MDY,2004-06-15,90.0191
MDY,2004-06-16,90.0356
MDY,2004-06-17,89.9532
MDY,2004-06-18,89.5484
MDY,2004-06-21,89.6889
MDY,2004-06-22,90.3086
MDY,2004-06-23,91.2505
MDY,2004-06-24,90.8952
MDY,2004-06-25,91.3910
MDY,2004-06-28,90.8539
MDY,2004-06-29,91.1018
MDY,2004-06-30,91.7958
MDY,2004-07-01,90.4738
MDY,2004-07-02,90.5812
MDY,2004-07-06,89.4328
MDY,2004-07-07,89.7220
MDY,2004-07-08,88.4082
MDY,2004-07-09,89.1105
MDY,2004-07-12,88.6644
MDY,2004-07-13,88.5900
MDY,2004-07-14,88.4247
MDY,2004-07-15,88.5735
MDY,2004-07-16,88.2430
MDY,2004-07-19,88.3256
MDY,2004-07-20,89.6476
MDY,2004-07-21,87.5324
MDY,2004-07-22,87.5737
MDY,2004-07-23,86.5657
MDY,2004-07-26,85.6899
MDY,2004-07-27,86.5905
MDY,2004-07-28,86.5079
MDY,2004-07-29,87.6398
MDY,2004-07-30,87.5820
MDY,2004-08-02,87.7885
MDY,2004-08-03,86.6731
MDY,2004-08-04,86.2930
MDY,2004-08-05,84.8554
MDY,2004-08-06,83.6573
MDY,2004-08-09,83.5912
MDY,2004-08-10,85.0041
MDY,2004-08-11,84.4257
MDY,2004-08-12,83.2607
MDY,2004-08-13,83.2525
MDY,2004-08-16,84.5497
MDY,2004-08-17,85.0537
MDY,2004-08-18,86.0782
MDY,2004-08-19,85.7064
MDY,2004-08-20,86.8384
MDY,2004-08-23,86.4252
MDY,2004-08-24,86.6566
MDY,2004-08-25,87.3258
MDY,2004-08-26,87.1193
MDY,2004-08-27,87.5985
MDY,2004-08-30,86.8384
MDY,2004-08-31,87.5655
MDY,2004-09-01,88.0116
MDY,2004-09-02,88.9288
MDY,2004-09-03,88.4578
MDY,2004-09-07,89.0692
MDY,2004-09-08,88.6148
MDY,2004-09-09,88.8627
MDY,2004-09-10,89.3171
MDY,2004-09-13,89.7715
MDY,2004-09-14,89.6393
MDY,2004-09-15,89.1023
MDY,2004-09-16,89.8128
MDY,2004-09-17,89.5691
MDY,2004-09-20,89.2214
MDY,2004-09-21,89.9418
MDY,2004-09-22,88.6003
MDY,2004-09-23,88.8322
MDY,2004-09-24,89.0806
MDY,2004-09-27,88.4347
MDY,2004-09-28,88.9067
MDY,2004-09-29,89.3042
MDY,2004-09-30,89.7182
MDY,2004-10-01,91.3246
MDY,2004-10-04,91.5150
MDY,2004-10-05,91.3494
MDY,2004-10-06,91.8877
MDY,2004-10-07,90.6539
MDY,2004-10-08,89.9418
MDY,2004-10-11,90.1570
MDY,2004-10-12,89.7927
MDY,2004-10-13,89.0226
MDY,2004-10-14,88.4347
MDY,2004-10-15,88.8405
MDY,2004-10-18,89.0972
MDY,2004-10-19,88.5258
MDY,2004-10-20,88.7659
MDY,2004-10-21,89.7016
MDY,2004-10-22,89.0061
MDY,2004-10-25,89.3870
MDY,2004-10-26,90.2647
MDY,2004-10-27,91.3991
MDY,2004-10-28,91.0016
MDY,2004-10-29,91.2501
MDY,2004-11-01,91.3577
MDY,2004-11-02,91.1838
MDY,2004-11-03,92.6163
MDY,2004-11-04,93.7590
MDY,2004-11-05,93.9909
MDY,2004-11-08,93.8501
MDY,2004-11-09,93.8170
MDY,2004-11-10,94.2144
MDY,2004-11-11,94.9514
MDY,2004-11-12,96.2514
MDY,2004-11-15,96.2514
MDY,2004-11-16,95.8291
MDY,2004-11-17,96.3673
MDY,2004-11-18,96.3839
MDY,2004-11-19,95.1584
MDY,2004-11-22,95.8374
MDY,2004-11-23,96.5330
MDY,2004-11-24,97.0463
MDY,2004-11-26,96.8807
MDY,2004-11-29,96.7151
MDY,2004-11-30,96.8145
MDY,2004-12-01,97.8330
MDY,2004-12-02,97.5432
MDY,2004-12-03,97.6094
MDY,2004-12-06,97.4272
MDY,2004-12-07,96.2680
MDY,2004-12-08,96.8973
MDY,2004-12-09,97.0049
MDY,2004-12-10,97.3279
MDY,2004-12-13,98.0897
MDY,2004-12-14,98.8680
MDY,2004-12-15,99.5470
MDY,2004-12-16,98.7852
MDY,2004-12-17,98.7653
MDY,2004-12-20,98.6905
MDY,2004-12-21,99.6203
MDY,2004-12-22,99.7781
MDY,2004-12-23,100.0022
MDY,2004-12-27,99.4543
MDY,2004-12-28,100.5750
MDY,2004-12-29,100.7162
MDY,2004-12-30,100.5418
MDY,2004-12-31,100.4505
MDY,2005-01-03,99.4045
MDY,2005-01-04,97.5864
MDY,2005-01-05,96.2997
MDY,2005-01-06,96.7147
MDY,2005-01-07,96.3163
MDY,2005-01-10,97.0551
MDY,2005-01-11,96.2914
MDY,2005-01-12,96.6234
MDY,2005-01-13,96.5238
MDY,2005-01-14,97.2544
MDY,2005-01-18,98.0845
MDY,2005-01-19,97.1381
MDY,2005-01-20,96.7978
MDY,2005-01-21,96.2499
MDY,2005-01-24,95.8016
MDY,2005-01-25,96.0921
MDY,2005-01-26,96.7978
MDY,2005-01-27,97.1547
MDY,2005-01-28,96.9306
MDY,2005-01-31,98.0430
MDY,2005-02-01,98.9230
MDY,2005-02-02,99.3796
MDY,2005-02-03,99.2302
MDY,2005-02-04,100.4090
MDY,2005-02-07,100.4505
MDY,2005-02-08,100.6497
MDY,2005-02-09,99.3298
MDY,2005-02-10,99.5954
MDY,2005-02-11,100.7577
MDY,2005-02-14,100.7577
MDY,2005-02-15,101.0316
MDY,2005-02-16,101.2060
MDY,2005-02-17,100.6331
MDY,2005-02-18,100.4837
MDY,2005-02-22,98.8400
MDY,2005-02-23,99.5124
MDY,2005-02-24,100.6165
MDY,2005-02-25,101.8618
MDY,2005-02-28,101.6127
MDY,2005-03-01,102.1524
MDY,2005-03-02,102.0693
MDY,2005-03-03,102.1524
MDY,2005-03-04,103.3312
MDY,2005-03-07,103.7712
MDY,2005-03-08,103.1071
MDY,2005-03-09,101.8618
MDY,2005-03-10,101.9033
MDY,2005-03-11,101.7705
MDY,2005-03-14,102.6173
MDY,2005-03-15,102.0278
MDY,2005-03-16,101.3637
MDY,2005-03-17,101.1146
MDY,2005-03-18,100.3181
MDY,2005-03-21,100.7672
MDY,2005-03-22,100.2266
MDY,2005-03-23,99.2368
MDY,2005-03-24,99.8024
MDY,2005-03-28,99.8773
MDY,2005-03-29,98.8625
MDY,2005-03-30,99.9355
MDY,2005-03-31,100.1434
MDY,2005-04-01,99.9771
MDY,2005-04-04,100.0187
MDY,2005-04-05,100.2599
MDY,2005-04-06,100.4096
MDY,2005-04-07,100.8504
MDY,2005-04-08,99.6860
MDY,2005-04-11,99.3782
MDY,2005-04-12,99.7608
MDY,2005-04-13,98.5215
MDY,2005-04-14,96.6667
MDY,2005-04-15,95.6104
MDY,2005-04-18,95.9015
MDY,2005-04-19,97.3737
MDY,2005-04-20,95.9015
MDY,2005-04-21,97.4569
MDY,2005-04-22,96.8996
MDY,2005-04-25,97.9559
MDY,2005-04-26,96.9744
MDY,2005-04-27,96.9412
MDY,2005-04-28,95.4773
MDY,2005-04-29,96.4255
MDY,2005-05-02,97.1408
MDY,2005-05-03,97.0243
MDY,2005-05-04,97.8145
MDY,2005-05-05,98.3718
MDY,2005-05-06,98.5714
MDY,2005-05-09,99.0621
MDY,2005-05-10,98.5215
MDY,2005-05-11,98.8542
MDY,2005-05-12,97.5317
MDY,2005-05-13,97.0493
MDY,2005-05-16,98.2637
MDY,2005-05-17,99.1204
MDY,2005-05-18,100.7672
MDY,2005-05-19,100.9835
MDY,2005-05-20,101.0334
MDY,2005-05-23,102.0149
MDY,2005-05-24,101.4243
MDY,2005-05-25,100.9752
MDY,2005-05-26,101.6988
MDY,2005-05-27,102.1563
MDY,2005-05-31,101.9317
MDY,2005-06-01,102.9049
MDY,2005-06-02,103.3790
MDY,2005-06-03,102.8882
MDY,2005-06-06,103.1960
MDY,2005-06-07,103.3457
MDY,2005-06-08,102.8050
MDY,2005-06-09,103.3873
MDY,2005-06-10,103.6784
MDY,2005-06-13,104.0444
MDY,2005-06-14,104.4686
MDY,2005-06-15,104.8262
MDY,2005-06-16,105.4417
MDY,2005-06-17,105.2891
MDY,2005-06-20,105.3309
MDY,2005-06-21,105.3225
MDY,2005-06-22,105.2474
MDY,2005-06-23,104.2037
MDY,2005-06-24,102.8761
MDY,2005-06-27,103.4272
MDY,2005-06-28,104.7798
MDY,2005-06-29,104.8299
MDY,2005-06-30,104.5794
MDY,2005-07-01,105.3726
MDY,2005-07-05,106.3746
MDY,2005-07-06,105.5396
MDY,2005-07-07,105.9154
MDY,2005-07-08,107.1929
MDY,2005-07-11,108.1280
MDY,2005-07-12,108.2533
MDY,2005-07-13,107.8942
MDY,2005-07-14,107.5269
MDY,2005-07-15,107.8358
MDY,2005-07-18,107.7272
MDY,2005-07-19,108.6708
MDY,2005-07-20,109.1383
MDY,2005-07-21,108.3368
MDY,2005-07-22,109.1300
MDY,2005-07-25,108.8795
MDY,2005-07-26,109.0047
MDY,2005-07-27,109.4222
MDY,2005-07-28,110.2154
MDY,2005-07-29,109.9483
MDY,2005-08-01,109.9566
MDY,2005-08-02,110.4409
MDY,2005-08-03,110.2739
MDY,2005-08-04,109.1968
MDY,2005-08-05,108.0946
MDY,2005-08-08,107.6270
MDY,2005-08-09,108.2783
MDY,2005-08-10,108.4620
MDY,2005-08-11,108.9212
MDY,2005-08-12,108.4203
MDY,2005-08-15,108.9964
MDY,2005-08-16,107.5018
MDY,2005-08-17,107.2764
MDY,2005-08-18,107.0676
MDY,2005-08-19,107.5769
MDY,2005-08-22,107.8274
MDY,2005-08-23,107.6437
MDY,2005-08-24,107.3014
MDY,2005-08-25,107.7523
MDY,2005-08-26,106.5332
MDY,2005-08-29,107.6187
MDY,2005-08-30,106.7503
MDY,2005-08-31,108.8878
MDY,2005-09-01,108.5873
MDY,2005-09-02,108.0612
MDY,2005-09-06,109.3471
MDY,2005-09-07,109.6811
MDY,2005-09-08,109.1717
MDY,2005-09-09,110.0401
MDY,2005-09-12,110.0484
MDY,2005-09-13,109.3304
MDY,2005-09-14,108.8628
MDY,2005-09-15,108.8795
MDY,2005-09-16,109.1022
MDY,2005-09-19,108.8511
MDY,2005-09-20,107.6207
MDY,2005-09-21,106.2062
MDY,2005-09-22,106.7502
MDY,2005-09-23,107.0097
MDY,2005-09-26,107.7630
MDY,2005-09-27,107.5035
MDY,2005-09-28,107.6374
MDY,2005-09-29,108.7841
MDY,2005-09-30,109.5793
MDY,2005-10-03,110.2238
MDY,2005-10-04,108.5581
MDY,2005-10-05,106.4071
MDY,2005-10-06,105.3190
MDY,2005-10-07,105.8798
MDY,2005-10-10,105.1097
MDY,2005-10-11,104.4903
MDY,2005-10-12,103.1595
MDY,2005-10-13,102.4481
MDY,2005-10-14,104.2141
MDY,2005-10-17,104.8168
MDY,2005-10-18,103.4608
MDY,2005-10-19,104.8754
MDY,2005-10-20,103.3102
MDY,2005-10-21,104.4736
MDY,2005-10-24,106.3736
MDY,2005-10-25,106.0304
MDY,2005-10-26,105.6203
MDY,2005-10-27,103.9296
MDY,2005-10-28,105.3190
MDY,2005-10-31,106.2983
MDY,2005-11-01,107.3026
MDY,2005-11-02,108.8343
MDY,2005-11-03,109.3449
MDY,2005-11-04,109.2110
MDY,2005-11-07,109.2696
MDY,2005-11-08,109.0185
MDY,2005-11-09,109.1943
MDY,2005-11-10,109.6295
MDY,2005-11-11,110.2489
MDY,2005-11-14,110.3995
MDY,2005-11-15,109.6797
MDY,2005-11-16,109.9392
MDY,2005-11-17,111.0607
MDY,2005-11-18,111.4458
MDY,2005-11-21,112.5757
MDY,2005-11-22,113.2369
MDY,2005-11-23,113.5550
MDY,2005-11-25,113.5801
MDY,2005-11-28,112.0819
MDY,2005-11-29,112.4334
MDY,2005-11-30,112.3246
MDY,2005-12-01,113.8479
MDY,2005-12-02,114.0739
MDY,2005-12-05,113.6136
MDY,2005-12-06,113.6471
MDY,2005-12-07,113.2202
MDY,2005-12-08,113.6219
MDY,2005-12-09,114.0823
MDY,2005-12-12,114.1827
MDY,2005-12-13,114.6263
MDY,2005-12-14,115.0114
MDY,2005-12-15,114.0739
MDY,2005-12-16,113.3828
MDY,2005-12-19,112.6359
MDY,2005-12-20,112.7954
MDY,2005-12-21,113.7018
MDY,2005-12-22,114.3899
MDY,2005-12-23,114.7592
MDY,2005-12-27,113.2989
MDY,2005-12-28,114.0291
MDY,2005-12-29,113.3912
MDY,2005-12-30,113.0388
MDY,2006-01-03,114.7340
MDY,2006-01-04,115.5481
MDY,2006-01-05,115.7160
MDY,2006-01-06,117.0336
MDY,2006-01-09,117.5623
MDY,2006-01-10,118.2421
MDY,2006-01-11,118.3344
MDY,2006-01-12,117.7470
MDY,2006-01-13,117.3273
MDY,2006-01-17,117.2602
MDY,2006-01-18,116.4293
MDY,2006-01-19,118.1582
MDY,2006-01-20,116.2111
MDY,2006-01-23,116.7147
MDY,2006-01-24,117.7386
MDY,2006-01-25,117.0588
MDY,2006-01-26,118.5275
MDY,2006-01-27,118.8715
MDY,2006-01-30,118.9639
MDY,2006-01-31,119.0646
MDY,2006-02-01,119.9878
MDY,2006-02-02,118.6701
MDY,2006-02-03,118.4100
MDY,2006-02-06,119.2156
MDY,2006-02-07,117.4113
MDY,2006-02-08,117.8309
MDY,2006-02-09,117.3273
MDY,2006-02-10,117.3357
MDY,2006-02-13,116.6307
MDY,2006-02-14,117.5371
MDY,2006-02-15,118.0323
MDY,2006-02-16,119.0478
MDY,2006-02-17,118.6701
MDY,2006-02-21,118.7541
MDY,2006-02-22,119.4422
MDY,2006-02-23,119.4003
MDY,2006-02-24,120.0717
MDY,2006-02-27,119.9038
MDY,2006-02-28,118.7289
MDY,2006-03-01,120.5752
MDY,2006-03-02,120.2731
MDY,2006-03-03,119.3751
MDY,2006-03-06,118.4603
MDY,2006-03-07,117.0168
MDY,2006-03-08,117.4364
MDY,2006-03-09,116.5049
MDY,2006-03-10,117.5959
MDY,2006-03-13,118.3092
MDY,2006-03-14,119.4255
MDY,2006-03-15,120.3318
MDY,2006-03-16,119.8703
MDY,2006-03-17,120.3572
MDY,2006-03-20,119.9449
MDY,2006-03-21,118.9688
MDY,2006-03-22,119.9449
MDY,2006-03-23,120.0963
MDY,2006-03-24,120.7864
MDY,2006-03-27,120.6349
MDY,2006-03-28,120.2478
MDY,2006-03-29,121.4932
MDY,2006-03-30,121.6363
MDY,2006-03-31,121.8130
MDY,2006-04-03,121.3081
MDY,2006-04-04,121.8719
MDY,2006-04-05,122.9490
MDY,2006-04-06,123.1004
MDY,2006-04-07,121.6952
MDY,2006-04-10,121.3838
MDY,2006-04-11,120.1384
MDY,2006-04-12,120.5339
MDY,2006-04-13,120.2815
MDY,2006-04-17,120.4582
MDY,2006-04-18,123.1930
MDY,2006-04-19,124.2364
MDY,2006-04-20,124.3627
MDY,2006-04-21,124.0092
MDY,2006-04-24,123.4791
MDY,2006-04-25,123.7231
MDY,2006-04-26,122.9237
MDY,2006-04-27,122.5955
MDY,2006-04-28,123.4539
MDY,2006-05-01,122.7218
MDY,2006-05-02,123.7315
MDY,2006-05-03,123.4034
MDY,2006-05-04,124.2280
MDY,2006-05-05,125.4313
MDY,2006-05-08,125.4650
MDY,2006-05-09,125.4398
MDY,2006-05-10,125.3135
MDY,2006-05-11,124.1186
MDY,2006-05-12,121.3670
MDY,2006-05-15,120.5676
MDY,2006-05-16,120.4245
MDY,2006-05-17,117.8496
MDY,2006-05-18,117.0838
MDY,2006-05-19,117.4036
MDY,2006-05-22,116.4022
MDY,2006-05-23,115.2999
MDY,2006-05-24,115.5608
MDY,2006-05-25,117.0502
MDY,2006-05-26,117.9674
MDY,2006-05-30,115.8553
MDY,2006-05-31,118.1020
MDY,2006-06-01,119.7261
MDY,2006-06-02,119.9533
MDY,2006-06-05,117.4793
MDY,2006-06-06,116.5621
MDY,2006-06-07,115.2999
MDY,2006-06-08,114.7445
MDY,2006-06-09,114.9885
MDY,2006-06-12,111.7573
MDY,2006-06-13,110.1248
MDY,2006-06-14,110.8821
MDY,2006-06-15,113.8862
MDY,2006-06-16,113.7561
MDY,2006-06-19,111.7051
MDY,2006-06-20,111.8908
MDY,2006-06-21,113.6041
MDY,2006-06-22,113.2075
MDY,2006-06-23,114.1106
MDY,2006-06-26,114.7858
MDY,2006-06-27,113.5282
MDY,2006-06-28,114.0261
MDY,2006-06-29,117.2418
MDY,2006-06-30,117.4613
MDY,2006-07-03,118.6260
MDY,2006-07-05,116.6932
MDY,2006-07-06,117.1743
MDY,2006-07-07,116.2628
MDY,2006-07-10,115.8239
MDY,2006-07-11,116.2965
MDY,2006-07-12,114.9208
MDY,2006-07-13,112.6757
MDY,2006-07-14,111.8317
MDY,2006-07-17,111.4435
MDY,2006-07-18,111.4097
MDY,2006-07-19,113.7729
MDY,2006-07-20,111.2831
MDY,2006-07-21,109.7554
MDY,2006-07-24,112.3381
MDY,2006-07-25,113.2243
MDY,2006-07-26,113.3087
MDY,2006-07-27,112.4225
MDY,2006-07-28,114.1696
MDY,2006-07-31,114.2372
MDY,2006-08-01,113.4944
MDY,2006-08-02,114.3975
MDY,2006-08-03,115.2246
MDY,2006-08-04,114.5326
MDY,2006-08-07,113.9839
MDY,2006-08-08,112.8277
MDY,2006-08-09,111.9583
MDY,2006-08-10,112.8783
MDY,2006-08-11,111.8739
MDY,2006-08-14,111.9330
MDY,2006-08-15,113.7476
MDY,2006-08-16,115.5285
MDY,2006-08-17,115.2584
MDY,2006-08-18,115.8408
MDY,2006-08-21,114.8195
MDY,2006-08-22,114.8364
MDY,2006-08-23,113.9839
MDY,2006-08-24,113.3087
MDY,2006-08-25,113.3087
MDY,2006-08-28,114.3384
MDY,2006-08-29,114.8870
MDY,2006-08-30,115.2078
MDY,2006-08-31,115.6129
MDY,2006-09-01,116.1531
MDY,2006-09-05,116.6088
MDY,2006-09-06,114.8533
MDY,2006-09-07,114.0852
MDY,2006-09-08,114.0177
MDY,2006-09-11,114.0177
MDY,2006-09-12,115.7817
MDY,2006-09-13,116.6932
MDY,2006-09-14,115.8577
MDY,2006-09-15,115.8915
MDY,2006-09-18,116.0015
MDY,2006-09-19,115.5277
MDY,2006-09-20,116.8476
MDY,2006-09-21,115.4346
MDY,2006-09-22,114.3600
MDY,2006-09-25,115.4092
MDY,2006-09-26,116.5599
MDY,2006-09-27,117.4822
MDY,2006-09-28,117.2283
MDY,2006-09-29,116.5007
MDY,2006-10-02,115.5954
MDY,2006-10-03,115.4938
MDY,2006-10-04,117.6091
MDY,2006-10-05,118.6244
MDY,2006-10-06,117.8883
MDY,2006-10-09,118.7598
MDY,2006-10-10,118.9798
MDY,2006-10-11,118.8783
MDY,2006-10-12,120.6805
MDY,2006-10-13,121.2051
MDY,2006-10-16,121.8989
MDY,2006-10-17,120.9512
MDY,2006-10-18,120.9428
MDY,2006-10-19,121.5858
MDY,2006-10-20,120.3251
MDY,2006-10-23,120.9089
MDY,2006-10-24,121.7127
MDY,2006-10-25,122.3050
MDY,2006-10-26,122.7788
MDY,2006-10-27,121.6704
MDY,2006-10-30,121.6704
MDY,2006-10-31,121.2051
MDY,2006-11-01,119.1744
MDY,2006-11-02,119.6567
MDY,2006-11-03,120.1897
MDY,2006-11-06,121.2051
MDY,2006-11-07,121.5858
MDY,2006-11-08,122.1781
MDY,2006-11-09,121.7804
MDY,2006-11-10,122.6857
MDY,2006-11-13,122.7281
MDY,2006-11-14,124.1241
MDY,2006-11-15,124.5895
MDY,2006-11-16,124.9279
MDY,2006-11-17,124.7164
MDY,2006-11-20,124.7503
MDY,2006-11-21,125.0718
MDY,2006-11-22,125.4187
MDY,2006-11-24,125.0887
MDY,2006-11-27,122.6434
MDY,2006-11-28,123.0665
MDY,2006-11-29,124.9026
MDY,2006-11-30,124.9872
MDY,2006-12-01,125.0549
MDY,2006-12-04,126.5102
MDY,2006-12-05,126.9924
MDY,2006-12-06,126.6032
MDY,2006-12-07,126.2563
MDY,2006-12-08,126.0702
MDY,2006-12-11,126.0617
MDY,2006-12-12,125.5625
MDY,2006-12-13,125.6894
MDY,2006-12-14,125.9263
MDY,2006-12-15,126.0861
MDY,2006-12-18,125.1941
MDY,2006-12-19,124.8968
MDY,2006-12-20,125.2196
MDY,2006-12-21,124.7269
MDY,2006-12-22,123.6565
MDY,2006-12-26,124.7014
